Tom, an avid stamp collector, has 3,000 stamps in his collection. He is very sad because he lost his job last Friday. His brother, Mike, and best friend, Harry, try to cheer him up with more stamps. Harry’s gift to Tom is 10 more stamps than twice Mike’s gift. If Mike has given Tom 17 stamps, how many stamps does Tom’s collection now have?	3061	Twice the number of stamps given by Mike is 17 stamps * 2 = 34 stamps. Harry therefore gave Tom 10 stamps + 34 stamps = 44 stamps. Combining both gifts gives a gift total of 44 stamps + 17 stamps = 61 stamps. The total number of stamps in Tom’s collection is now 3000 stamps + 61 stamps = 3061 stamps.
Diana is twice as old as Grace is today. If Grace turned 3 a year ago, how old is Diana today?	8	Today, Grace is 3 + 1 = 4 years old. So, Diana is 4 * 2 = 8 years old today.
A parking garage of a mall is four stories tall. On the first level, there are 90 parking spaces. The second level has 8 more parking spaces than on the first level, and there are 12 more available parking spaces on the third level than on the second level. The fourth level has 9 fewer parking spaces than the third level. If 100 cars are already parked, how many cars can be accommodated by the parking garage?	299	The second level has 90 + 8 = 98 parking spaces. The third level has 98 + 12 = 110 parking spaces. The fourth level has 110 - 9 = 101 parking spaces. So the parking garage can accommodate 90 + 98 + 110 + 101 = 399 cars. Thus, the parking garage can still accommodate 399 - 100 = 299 cars.
Mrs. Thomson received an incentive worth $240. She spent 1/3 of the money on food and 1/5 of it on clothes. Then, she put in her savings account 3/4 of the remaining money. How much money did Mrs. Thomson save?	84	Mrs. Thomson spent $240 x 1 / 3 = $80 on food. She spent $240 x 1 / 5 = $48 on clothes. So she spent a total of $80 + $48 = $128 on food and clothes. Hence, she had $240 - $128 = $112 left after buying food and clothes. Then, Mrs. Thomson saved $112 x 3 / 4 = $84.
Jenny collects cans and bottles to take down to the recycling center. Each bottle weighs 6 ounces and each can weighs 2 ounces. Jenny can carry a total of 100 ounces. She collects 20 cans and as many bottles as she can carry. If she gets paid 10 cents per bottle and 3 cents per can, how much money does she make (in cents)?	160	First, the weight of 20 cans is 20 cans * 2 oz per can = 40 oz. Thus, Jenny has the capacity to carry 100 oz - 40 oz = 60 oz of bottles. Jenny can carry 60 oz / 6 oz per bottle = 10 bottles. Jenny earns 10 bottles * 10 cents per bottle = 100 cents for the bottles. Jenny earns 20 cans * 3 cents per can = 60 cents for the cans. In total, she earns 100 cents + 60 cents = 160 cents.
Karen is considering her winter coat options. One coast costs $300 and will last for 15 years. The other coat costs $120 and will last for five years. How much money would Karen save over 30 years by buying the more expensive cost?	120	First find the number of cheaper coats Karen will have to purchase over 30 years: 30 years / 5 years / coat = 6 coats. Then multiply that number by the cost of one cheaper coat to find the total cost of that option: 6 coats * $120 / coat = $720. Then find the number of more expensive coats Karen will have to purchase over 30 years: 30 years / 15 years / coat = 2 coats. Then multiply that number by the cost of one expensive coat to find the total cost of that option: 2 coats * $300 / coat = $600. Then subtract the total cost of the more expensive coats from the total cost of the less expensive coats to find the difference: $720 - $600 = $120.
When Hannah was 6 years old, her age was double the age of her sister July. Now, 20 years later, if July's husband is 2 years older than her, how old is he?	25	July was 6 / 2 = 3 years old when Hannah was 6. Now, July is 3 + 20 = 23 years old. July's husband is 23 + 2 = 25 years old.
A four-layer pyramid is being built with each layer having three times as many sandstone blocks as the layer above it. The top layer is a single block. How many sandstone blocks are in the pyramid?	40	There are 1 * 3 = 3 blocks in the second layer. There are 3 * 3 = 9 blocks in the third layer. There are 9 * 3 = 27 blocks in the fourth layer. Thus, there are 1 + 3 + 9 + 27 = 40 sandstone blocks in the pyramid.
Emmy has a collection of 14 iPods. She loses 6 out of the 14 she had but she still has twice as many as Rosa. How many iPods does Emmy and Rosa have together?	12	Emmy has 14 - 6 = 8 iPods left. Rosa has 8 / 2 = 4 iPods. Emmy and Rosa have 8 + 4 = 12 iPods together.
Wendy's truck has a gas tank that can hold 20 gallons. She also has a car with a gas tank that holds 12 gallons. The truck's tank is half full. The car's tank is 1/3 full. If she fills them both up completely, how many gallons does she add?	18	The truck tank has 10 gallons in it because 20 x .5 = 10. The car tank has 4 gallons in it because 12 x (1 / 3) = 4. She needs to add 10 gallons to the truck because 20 - 10 = 10. She needs to add 8 gallons to the car because 12 - 4 = 8. She needs to add 18 gallons in total because 10 + 8 = 18.
Lady Bird uses 1 1/4 cup flour to make 9 biscuits. She’s hosting this month's Junior League club which has 18 members and wants to make sure she allows 2 biscuits per guest. How many cups of flour will Lady Bird need?	5	There will be 18 members and she wants to allow 2 biscuits per member so that’s 18 * 2 = 36 biscuits. Her biscuit recipe yields 9 biscuits and she needs to make 36 biscuits so she needs to make 36 / 9 = 4 batches of biscuits. 1 batch of biscuits uses 1 1 / 4 cup flour and she needs to make 4 batches so she will use 1.25 * 4 = 5 cups of flour.
Reyna had 20 lamps with seven light bulbs in each lamp. If 1/4 of them have 2 burnt-out light bulbs each, how many light bulbs are working?	130	The total number of light bulbs in the 20 lamps is 20 * 7 = 140. If 1 / 4 of the 20 lamps have burnt - out light bulbs, there are 1 / 4 * 20 = 5 lamps with burn out light bulbs. Since each of the 5 lamps has 2 burnt - out light bulbs, the number of burn out light bulbs is 2 * 5 = 10. The number of working light bulbs is 140 - 10 = 130.
It takes a butterfly egg 120 days to become a butterfly. If each butterfly spends 3 times as much time as a larva as in a cocoon, how long does each butterfly spend in a cocoon?	30	Let c be the amount of time the butterfly spends in a cocoon and l be the amount of time it spends as a larva. We know that l = 3c and l + c = 120. Substituting the first equation into the second equation, we get 3c + c = 120. Combining like terms, we get 4c = 120. Dividing both sides by 4, we get c = 30.
Hannah harvests 5 strawberries daily for the next whole month of April, which has 30 days. If she gives away 20 strawberries to her friends and 30 strawberries are stolen, how many strawberries does she have by the end of April?	100	Hannah harvests a total of 5 * 30 = 150 strawberries. After giving her friends, Hannah is left with 150 - 20 = 130 strawberries. After some were stolen, Hannah is left with 130 - 30 = 100 strawberries.
Mr. Wells has a garden of flowers with 50 rows. If each row has 400 flowers and Mr. Wells cuts 60% of the flowers, how many flowers are remaining in the garden?	8000	If there are 50 rows of flowers with 400 flowers per row, there are 50 * 400 = 20000 flowers in the garden,. Mr. Wells cuts flowers from 60% of the flowers, which is 60 / 100 * 20000 = 12000 flowers. The total number of flowers remaining in the garden is 20000 - 12000 = 8000.
Jerry's breakfast includes 6 pancakes with 120 calories each, two strips of bacon with 100 calories each, and a bowl of cereal with 200 calories. How many calories is his breakfast total?	1120	First find the total number of calories in the pancakes: 6 pancakes * 120 calories / pancake = 720 calories. Then find the total number of calories in the bacon: 2 strips * 100 calories / strip = 200 calories. Then add the number of calories in each food to find the total number of calories: 720 calories + 200 calories + 200 calories = 1120 calories.
Tom buys 20 shares of a stock that costs $3 each. He sells 10 of those shares for $4 each. The rest of the shares end up doubling in value. How much profit does he make?	40	He spends 3 * 20 = $60 on the shares. He sells 10 for 10 * 4 = $40. He sells the other 20 - 10 = 10 for a higher valuation. Their price was 3 * 2 = $6. So he got 10 * 6 = $60 from those. So in total, he got 60 + 40 = $100. So his profit was 100 - 60 = $40.
One kilogram of tomatoes is 20% cheaper than one kilogram of cucumbers. One kilogram of cucumbers costs $5. What is the price of two kilograms of tomatoes and three kilograms of cucumbers?	23	One kilogram of tomatoes is 20 / 100 * 5 = $1 cheaper than one kilogram of cucumbers. This means that one kilogram of tomatoes costs 5 - 1 = $4. So two kilograms of tomatoes is a cost of 2 * 4 = $8. And three kilograms of cucumbers is a cost of 3 * 5 = $15. So the price for both products would be 8 + 15 = $23.
Paul eats a lot when he studies. He loves sandwiches and eats them at the same rate every three days. He eats 2 sandwiches the first day, then doubles that number of sandwiches for the second day. On the third day, he doubles the number of sandwiches he ate on the second day. How many sandwiches would Paul eat if he studied 6 days in a row?	28	Paul doubles the amount that he ate on the second day, so eats 2 x 2 = 4 sandwiches. For the third day, he doubles the number of sandwiches he ate on the second day, so eats 2 x 2 x 2 = 8 sandwiches. To get the total amount of sandwiches he ate over three days it's necessary to add up the amount he ate each day: 2 + 4 + 8 = 14 sandwiches. Since he eats 14 sandwiches every 3 days, then in 6 days he would eat 14 x 2 = 28 sandwiches in total.
A dime has the same value as 10 pennies and a nickel has the same value as 5 pennies. How many pennies will Grace have by exchanging her 10 dimes and 10 nickels?	150	Grace will have 10 x 10 = 100 pennies from her dimes. She will have 10 x 5 = 50 pennies from her nickels. Therefore, she will have a total of 100 + 50 = 150 pennies.
Andrew is having two of his friends over for a sleepover. For one friend, Brian, he asks his mother to buy 3 donuts. He asks for his other friend, Samuel, to get the same. A day before the sleepover Andrew ends up inviting two more friends and asks his mother to buy them the same amount of donuts. Just in case, Andrew’s mother wants to buy one more donut for each of Andrew’s friends. Andrew’s mother is going to buy the same amount of donuts for Andrew as everybody else. How many donuts will Andrew’s mother need to buy?	20	Andrew is having 4 friends over who will get 3 donuts each, 4 x 3 = 12 donuts total. Andrew’s mother wants to get 1 extra donut for each of Andrew’s friends, 3 donuts + 1 extra = 4 donuts for each of Andrew's friends. Andrew’s mother is buying 12 + 4 extra donuts for Andrew’s friends = 16 total donuts. Andrew’s mother is also going to get 3 + 1 extra donut for Andrew = 4 donuts. Andrew’s mother will need to buy 16 donuts for Andrew’s friends + 4 donuts for Andrew = 20 total donuts.
Rachel weighs 75 pounds, 6 pounds less than Jimmy and 15 pounds more than Adam. What is the average weight of the three people, in pounds?	72	Jimmy weighs 75 + 6 = 81 pounds. Adam's weight is 75 - 15 = 60 pounds. In total, the three weigh 75 + 81 + 60 = 216 pounds. The average weight of the three is 216 / 3 = 72 pounds.
An apple tree has three times as many apples as the number of plums on a plum tree. If Damien picks 3/5 of the fruits from the trees, calculate the total number of plums and apples remaining on the tree if there were 180 apples on the apple tree before Damien picked any of the fruits.	96	Initially, the were 180 / / 3 = 60 plums on the plum tree. When Damien picked 3 / 5 of the apples from the apple tree, he picked 3 / 5 * 180 = 108 apples. The number of apples remaining on the apple tree is 180 - 108 = 72. The number of plums that Damien picked from the plum tree is 3 / 5 * 60 = 36. The number of plums remaining on the plum tree is 60 - 36 = 24. The total number of fruits remaining on the trees is 72 apples + 24 plums = 96.
Amon & Rhonda combined have 215 marbles. If Amon owns 55 marbles more than Rhonda, how many marbles does Rhonda have?	80	Let's say Rhonda has m marbles. The total number of marbles that Ammon has is m + 55. Amon & Rhonda combined have m + (m + 55) = 215. This means the total number of marbles they have together is 2m + 55 = 215. 2m = 215 - 55. The total number of marbles that Rhonda has is m = 160 / 2. Rhonda has m = 80 marbles.
William washes cars as a side job. He typically spends 4 minutes washing a car’s windows, 7 minutes washing the car body, 4 minutes cleaning the tires, and 9 minutes waxing the car. This morning he washed 2 normal cars and one big SUV, which took twice as long as a normal car. How many minutes did William spend washing all the vehicles?	96	William spends 4 + 7 + 4 + 9 = 24 minutes washing a normal car. He washed 2 normal cars, so he spent 24 * 2 = 48 minutes on the normal cars. He took twice as long as one car for the SUV, so he took 24 * 2 = 48 minutes on the SUV. Thus, William spent 48 + 48 = 96 minutes washing all the vehicles.
Nine adults went to a play with seven children. Adult tickets are $11 each and children's tickets are $7 each. How many dollars more did the adults' tickets cost in total than the children's tickets in total?	50	Adults = 9 * 11 = 99. Children = 7 * 7 = 49. Difference: 99 - 49 = $50. The adults' tickets cost $50 more than the children's tickets.
Jack is making barbecue sauce. He uses 3 cups of ketchup, 1 cup of vinegar and 1 cup of honey. If each burger takes 1/4 cup of sauce and each pulled pork sandwich takes 1/6 cup, how many burgers can Jack make if he makes 18 pulled pork sandwiches?	8	First find how much barbecue sauce Jack makes by adding the volume of each ingredient: 3 cups + 1 cup + 1 cup = 5 cups. Then multiply the number of pulled pork sandwiches by the amount of sauce per sandwich to find the total amount used: 1 / 6 cup / sandwich * 18 sandwiches = 3 cups. Then subtract this amount from the total amount of sauce Jack has to find how much he uses on the burgers: 5 cups - 3 cups = 2 cups. Then divide this amount by the amount of sauce used per burger to find the number of burgers he can make: 2 cups / 1 / 4 cup / burger = 8 burgers.
Ronnie is a train engineer. His train pulls 3 red boxcars, 4 blue boxcars, and 7 black boxcars. If the black boxcars can each hold 4000 pounds of coal, which is half as much as what the blue boxcars can hold, and the red boxcars can hold 3 times as much as the blue boxcars, how many pounds of coal can all of the train's boxcars combined hold?	132000	If we let X represent the number of pounds of coal that the blue boxcar can hold, then 4000 = (1 / 2)X. Solving for X, we get X = 8000 pounds of coal, which represents what the blue car can hold. Thus, the red boxcar can hold 3 * 8000 = 24,000 pounds of coal. 3 red boxcars can carry 3 * 24,000 = 72,000 pounds of coal. 7 black boxcars can carry 7 * 4,000 = 28,000 pounds of coal. 4 blue boxcars carry 4 * 8,000 = 32,000 pounds of coal. Together, all the trains boxcars can carry 72,000 + 28,000 + 32,000 = 132,000 pounds of coal.
The vending machine fails to drop a snack when it’s purchased one in six times. One in ten times, it will accidentally drop two snacks. The rest of the time, it drops the purchased snack. If thirty people have used the vending machine once each to purchase a snack, how many snacks has the vending machine dropped?	28	The vending machine has been used 30 times, so it has failed to drop a snack 30 / 6 = 5 times. The vending machine has dropped 2 snacks 30 / 10 = 3 times. It has operated normally and dropped 1 snack 30 - 5 - 3 = 22 times. Thus, the vending machine has dropped 22 + 3 * 2 = 22 + 6 = 28 snacks in thirty uses.
Daisy and Rose were enjoying their backyard pool with their dogs. If there are 24 legs/paws in the pool, how many dogs do Daisy and Rose have?	5	Daisy and Rose each have 2 legs so between them, they have 2 * 2 = 4 legs. There are 24 legs in the pool and 4 belong to Daisy and Rose so there are 24 - 4 = 20 legs in the pool. Dogs have 4 legs and there are 20 legs in the pool so there are 20 / 4 = 5 dogs in the pool.
A chihuahua, pitbull, and great dane weigh a combined weight of 439 pounds. The pitbull weighs 3 times as much as the chihuahua. The great dane weighs 10 more pounds than triple the pitbull. How much does the great dane weigh?	307	Let x represent the weight of the chihuahua. Pitbull:3x. Great dane:10 + 3(3x) = 10 + 9x. Total:x + 3x + 10 + 9x = 439. 13x + 10 = 439. 13x = 429. x = 33 pounds. Great dane:10 + 9(33) = 307 pounds.
John decides to go back to school to get his PhD. He first takes 1 year of courses to get acclimated back to school life before starting his PhD. After that, he spends 2 years learning the basics of his field. He then starts research, and he spends 75% more time on research than he did learning the basics. He then spends half as long on writing his dissertation as his acclimation period. How long did it take him to do everything?	7	It took him 2 * .75 = 1.5 years longer to do his research than it took to learn the basics. So it took him a total of 2 + 1.5 = 3.5 years to do research. His dissertation took 1 / 2 = .5 years to write. So everything together took 1 + 2 + 3.5 + .5 = 7 years.
Sarah's external drive showed 2.4 gigabytes free and 12.6 gigabytes used. She decided to delete a folder of size 4.6 gigabytes and store new files of 2 gigabytes. If she will transfer all her files to a new external drive of size 20 gigabytes, how many free gigabytes will the new external drive have?	10	There were 12.6 - 4.6 = 8 gigabytes used after deleting some files. Then, the used space went up to 8 + 2 = 10 gigabytes after storing other files. Thus, the new 20 gigabytes external drive will have 20 - 10 = 10 gigabytes free.
Maria buys a large bar of French soap that lasts her for 2 months. She spends $8.00 per bar of soap. If she wants to stock up for the entire year, how much will she spend on soap?	48	1 bar of soap will last for 2 months and there are 12 months in 1 year so she needs 12 / 2 = 6 bars of soap. Each bar of soap is $8.00 and she needs 6 bars so that's a total of 8 * 6 = $48.00.
Hannah wants to save $80 for five weeks. In the first week, she saved $4 and she plans to save twice as much as her savings as the previous week. How much will she save in the fifth week to reach her goal?	20	In the second week, Hannah will save $4 x 2 = $8. In the third week, she will save $8 x 2 = $16. In the fourth week, she will save $16 x 2 = $32. Her total savings for a month will be $4 + $8 + $16 + $32 = $60. Hannah needs to save $80 - $60 = $20 in the fifth week.
Darryl sells melons on the side of the road. He sells cantaloupes for $2 each and honeydews for $3. He started the day with 30 cantaloupes and 27 honeydews. He accidentally dropped a couple of cantaloupes and three of the honeydews turned out to be rotten. At the end of the day he had 8 cantaloupes and 9 honeydews left. How much money did he make?	85	He dropped two cantaloupes and had 8 left over at the end of the day, so he sold 30 - 2 - 8 = 20 cantaloupes. Three honeydews were rotten, and he had 9 left at the end of the day, so he sold 27 - 3 - 9 = 15 honeydews. He sold 20 cantaloupes * $2 / cantaloupe = $40 in cantaloupes. He also sold 15 honeydews * $3 / honeydew = $45 in honeydews. Altogether he made $40 + $45 = $85.
A country used to have a tax rate of 20%. They raised it to 30%. In that same time frame, John went from making 1,000,000 a year to 1,500,000 a year. How much more does he pay in taxes now compared to then?	250000	At 20% he paid .2 * 1000000 = $200,000. Now he pays 1500000 * .3 = $450,000. So he pays an extra 450000 - 200000 = $250000.
There are 28 garden gnomes in a yard. Three-fourths of them have red hats, and the rest have blue hats. Half the garden gnomes have big noses instead of small noses. If six gnomes with blue hats have big noses, how many gnomes with red hats have small noses?	13	Half the gnomes have big noses, so 28 / 2 = 14 have big noses. Three - quarters of the gnomes have red hats, so 28 * 3 / 4 = 21 gnomes have red hats. There are 6 gnomes with blue hats and big noses, so there are 14 - 6 = 8 with red hats and big noses. Thus, there are 21 - 8 = 13 gnomes with red hats that have small noses.
Emily bought 9 packs of candy necklaces to give her classmates at school for Valentine’s Day. Each pack had 8 candy necklaces in it. Emily opened one pack at a time. After her classmates took as many as they wanted, there were 40 candy necklaces left. How many packs did Emily open for her classmates?	4	Emily bought 9 packs of candy necklaces * 8 candy necklaces in a pack = 72 candy necklaces. Her classmates took 72 candy necklaces – 40 candy necklaces left = 32 candy necklaces. Since each pack contained 8 necklaces, this means 32 / 8 = 4 packs of candy necklaces were opened.
John buys game loot boxes for $5 each. The average value of items inside is $3.5.  He spends $40 on loot boxes. What is the average amount he lost?	12	He bought 40 / 5 = 8 boxes. He loses an average of 5 - 3.5 = $1.50 per box. So he loses an average of 1.5 * 8 = $12.
Jeremy bought a computer for $3000, and some accessories for 10% of the price of the computer. How much money has Jeremy if, before the purchase, he had two times more money, than the cost of the computer itself?	2700	At the start, Jeremy had two times more money than the price of the computer, which means he had 2 * 3000 = $6000. The cost of the accessories stands at 3000 * 1 / 10 = $300. This leaves Jeremy with 6000 - 3000 - 300 = $2700.
Barry goes to a shop to buy a shirt he'd been admiring for quite some time. He tells the attendant that it's his birthday so she decides to give him a 15% special discount. The price tag on the shirt says $80. How much is he supposed to pay now, considering the special discount?	68	15% of $80 = (15 / 100) * $80 = $12. The dollar amount of the discount is $12 so he is supposed to pay just $80 - $12 = $68.
In eight years, Mr. Bernard will be 3 times as old as Luke is now. If Luke is 20, what is 10 years less than their average age?	26	If Luke is 20, he will be 20 + 8 = 28 years old in eight years. In eight years, Mr. Bernard will be 3 times as old as Luke is now, a total of 3 * 20 = 60 years old. Mr. Bernard is now 60 - 8 = 52 years old. The sum of their current ages is 52 + 20 = 72. Their average age is 72 / 2 = 36. 10 less than their average age is 36 - 10 = 26 years.
Marlon has a gift card for $200. He spent half of it on Monday and one-fourth of the remainder on Tuesday. How much was left on his gift card?	75	Since Marlon spent half of the gift card, then half of it which is $200 / 2 = $100 remained on Monday. Then on Tuesday, he spent $100 / 4 = $25. Therefore, he has $100 - $25 = $75 left in his gift card.
James has 20 years of experience. 8 years ago John had twice as much experience as James. Mike started when John had 16 years of experience. What is their combined experience?	68	8 years ago James had 20 - 8 = 12 years. So 8 years ago John had 12 * 2 = 24 years experience. That means John has 24 + 8 = 32 years experience. So Mike has 32 - 16 = 16 years of experience. So together they have 20 + 32 + 16 = 68 years experience.
Susan loves chairs. In her house there are red chairs, yellow chairs, and blue chairs. There are 5 red chairs. There are 4 times as many yellow chairs as red chairs, and there are 2 fewer blue chairs than yellow chairs. How many chairs are there in Susan's house?	43	The number of yellow chairs is 5 chairs × 4 = 20 chairs. The number of blue chairs is 20 chairs − 2 chairs = 18 chairs. There are 5 chairs + 20 chairs + 18 chairs = 43 chairs in Susan's house.
Before work, Hayden spends 5 minutes ironing his button-up shirt and 3 minutes ironing his pants. He does this 5 days a week. How many minutes does he iron over 4 weeks?	160	He spends 5 minutes ironing his shirt and 3 minutes ironing his pants so that's 5 + 3 = 8 minutes. He does this every day for 5 days so that's 5 * 8 = 40 minutes. After 4 weeks, Hayden has spent 4 * 40 = 160 minutes ironing his clothes.
Henry believes in the famous phrase, "An apple a day, keeps the doctor away." If a box contains 14 apples, how many weeks can Henry and his brother spend eating 3 boxes of apples if they each eat 1 apple a day?	3	There are a total of 14 apples / box x 3 boxes = 42 apples in the 3 boxes. So, Henry and his brother each have 42 apples / 2 people = 21 apples / person to consume. Since there are 7 days in a week, thus, both of them can consume the 3 boxes of apples in 21 / 7 = 3 weeks.
Katy participated in a summer reading program at her local library. She read 8 books in June, twice as many in July and three fewer in August than she did in July. How many books did Katy read during the summer?	37	Katy read twice as many books in July as she did in June, so she read 2 * 8 = 16 books in July. She read three fewer books in August than she did in July, so she read 16 - 3 = 13 books in August. So, including June, she read 8 + 16 + 13 = 37 books total.
A gecko lays 30 eggs per year. 20 percent of them are infertile, and a third of the remaining eggs will not hatch due to calcification issues. How many eggs actually hatch?	16	Infertile:30(.20) = 6. 30 - 6 = 24 eggs remain. Calcification Issues:24(1 / 3) = 8. 24 - 8 = 16 eggs that will hatch.
Chantal knits sweaters to sell. Each sweater takes 4 balls of yarn. Each ball of yarn costs $6. How much money will Chantal gain in all 28 sweaters if she sells each sweater for $35?	308	The 28 sweaters need 28 x 4 = 112 balls of yarn. So, Chantal will spend 112 x $6 = $672 in all for the balls of yarn. Her total earnings for selling 28 sweaters is $35 x 28 = $980. Therefore, Chantal will gain $980 - $672 = $308.
A party store ordered 5 boxes of balloons. Each box contains 8 bags of balloons, and there are 12 balloons in each bag. How many balloons are there?	480	The five boxes have a total of 5 x 8 = 40 bags of balloons. So, there are 40 x 12 = 480 balloons.
Jenn is saving up money to buy a bike. She has 5 jars full of quarters. Each jar can hold 160 quarters. If the bike costs 180 dollars, how much money will she have left over after buying it?	20	Jenn has 5 * 160 = 800 quarters. The quarters are worth 800 * 0.25 = 200 dollars. After buying the bike she will have 200 - 180 = 20 dollars left.
Alexis has four times as many mangoes as Dilan and Ashley combined. If Alexis has 60 mangoes, how many mangoes does all of them have combined?	75	If Alexis has four times the combined number of mangoes Dilan and Ashley has, then they both have 60 mangoes / 4 = 15 mangoes. The total number of mangoes for all of them is 15 mangoes + 60 mangoes = 75 mangoes.
At the end of the first quarter, the winning team had double the points of the losing team. At the end of the second quarter, the winning team had 10 more points than it started with. At the end of the third quarter, the winning team had 20 more points than the number it had in the second quarter. If the total points the winning team scored in the game was 80, and the losing team had 10 points in the first quarter, calculate the total number of points the team scored in the fourth quarter.	30	At the end of the first quarter, the winning team had double the points of the losing team, meaning the winning team had already scored 10 * 2 = 20 points. At the end of the second quarter, the winning team had 10 more points than it started with, a total of 20 + 10 = 30 points. At the end of the third quarter, the winning team had 20 more points than the number it had in the second quarter, a total of 20 + 30 = 50 points. If the total points the winning team scored in the game was 80, they scored 80 - 50 = 30 points in the fourth quarter.
For every black & white cookie that Elsa makes, she has to make the batter, bake the cookies for 15 minutes and then allow to cool. She then has to dip the cookies in white icing and allow the icing to harden for 30 minutes. Then she has to re-dip them in chocolate icing and allowed to harden for an additional 30 minutes. If it takes her 2 hours to make the cookies from start to finish, how long does it take to make the dough and cool the cookies before she can start dipping them?	45	It takes 15 minutes to bake, 30 minutes for the white icing to harden and 30 minutes for the chocolate icing to harden so it takes 15 + 30 + 30 = 75 minutes. Every hour has 60 minutes and it takes her 2 hours so it takes 60 * 2 = 120 minutes to make the cookies. It takes 120 minutes to make the cookies from start to finish and she spends 75 minutes baking and hardening icing so it takes her 120 - 75 = 45 minutes to make the batter and cool the cookies.
Kyle makes $3200.00 every month. His monthly bills include $1250 for rent, $150 on utilities, $400 into retirement & savings accounts, $300.00 on groceries/eating out, $200 for insurance and $200 for miscellaneous expenses. If he’s looking at buying a car with a monthly car payment of $350 how much does that leave for gas and maintenance?	350	Kyle’s monthly bills are 1250 + 150 + 400 + 300 + 200 + 200 = $2,500.00. He makes $3200 and his bills are $2500 so that leaves 3200 - 2500 = $700.00. If he buys a car with a monthly car payment of $350 then that leaves 700 - 350 = $350.00 left over for gas and maintenance.
Alexander was 50 inches on his 8th birthday. If he grows 1/2 a foot a year, how many inches tall will he be on his 12th birthday?	74	He grows six inches a year because 12 x .5 = 6. He will grow 24 inches between his 8th and 12th birthday because 4 x 6 = 24. He will be 74 inches tall because 50 + 24 = 74.
While at the lake, Cohen saw 300 fish-eater birds that had migrated into the area recently walking by the lake, eating the fish they had caught. The number of birds at the lake doubled on the second day and reduced by 200 on the third day. How many fish-eater birds did Cohen see in the three days?	1300	Since there were 300 fish - eater birds in the lake on the first day, the number doubled to 2 * 300 = 600 birds on the second day. The total number of fish that Cohen saw in the lake in the two days is 600 + 300 = 900. On the third day, the number of fish in the lake reduced to 600 - 200 = 400 birds. In the three days, Cohen saw 400 + 900 = 1300 fish - eater birds at the lake.
A family just bought a newborn puppy that must eat a special type of dog food until it is 1 year old. The puppy needs to eat 2 ounces of this special dog food per day during the first 60 days of its life. After that, it needs to eat 4 ounces per day of the special food until it is old enough to eat regular dog food. If the special dog food is only sold in 5-pound bags, and there are 16 ounces in a pound, how many bags will the family need to buy to feed the puppy until it is old enough to eat regular dog food?	17	The puppy will consume 60 * 2 = 120 ounces of the special dog food in the first 60 days. This leaves 365 - 60 = 305 days where the puppy will consume 4 ounces of food per day, or 305 * 4 = 1220 ounces of the special food. Thus, the puppy requires a total of 120 + 1220 = 1340 ounces of food before it is 1 year old. Each 5 - pound bag contains 5 * 16 = 80 ounces of special dog food. Therefore, the puppy will need to eat 1340 / 80 = 16.75 bags of the special dog food, meaning the family will need to buy 17 bags.
Mitzel spent 35% of her allowance. If she spent $14, how much money is left in her allowance?	26	If 35% represents 14, then 100 - 35 = 65 represents the amount left of her allowance. The amount she didn't use is 65 * 14 / 35 = 26.
A book is 98 pages long. Half of the pages are filled with images, and 11 with an introduction. Of the remaining pages, half are blank and the other half are filled with text. How many pages with text are there?	19	Half of the pages are images, which means 98 * 0.5 = 49 pages. So there are 98 - 49 - 11 pages for the introduction = 38 remaining pages. Half of the remaining pages are filled with text, which means 38 * 0.5 = 19 pages.
Valerie’s cookie recipe makes 16 dozen cookies and calls for 4 pounds of butter. She only wants to make 4 dozen cookies for the weekend. How many pounds of butter will she need?	1	Her original recipe makes 16 dozen and she only needs 4 dozen so she needs to reduce the recipe by 16 / 4 = 4. For 4 dozen cookies, she needs to reduce her recipe by 4 and the original called for 4 pounds of butter so she now needs 4 / 4 = 1 pound of butter.
For the gala luncheon planning committee, Margaret wants to serve chicken salad sandwiches using mini croissants. She wants there to be enough food that each person on the committee can have 2 sandwiches each. Her bakery offers 12 minis croissants for $8.00. There are 24 people on the committee. How much will she spend on croissants?	32	There are 24 people on the committee and she wants 2 sandwiches per person so that's 24 * 2 = 48 sandwiches. She can buy the croissants by the dozen and she needs 48 croissants so she needs 48 / 12 = 4 dozen croissants. A dozen croissants cost $8.00 and she needs 4 dozens so that will costs 8 * 4 = $32.00.
The average number of fruits per basket in five baskets is 25. If basket A contains 15 apples, B has 30 mangoes, C has 20 peaches, D has 25 pears and E has some bananas, how many bananas are in basket E?	35	Each basket contains an average of 25 fruits so the 5 baskets in all contain 25 * 5 = 125 fruits. The number of apples, mangoes, peaches and pears is 15 + 30 + 20 + 25 = 90. The remaining fruits are bananas and they are 125 - 90 = 35 in number.
Braden had $400 in his money box. He had also placed a bet today with Byan that the Raptors will beat the Bulls. If the game's outcome was as Braden predicted, and he and Bryan had agreed to give the winner twice as much money as Braden had in his money box, calculate the total amount of money Braden had in his money box after winning the bet?	1200	If they agreed to give the winner twice as much money as Braden had in his money box, after winning the bet, Braden received 2 * $400 = $800. Braden increased the total amount of money in his money box to $800 + $400 = $1200.
